"","Vacc_scenario","Year","sample","Age <1","Age 1-5","Age 6-14","Age 15-19","Age 20-49","Age 50+"
"373",1,"2013","75414",78386.9605611076,472149.11627565,777378.514491069,168871.887876513,455612.79844391,134031.279828875
"374",1,"2013","75587",55566.9252075278,314370.927348525,486199.027939153,179174.311600309,486214.170922128,125894.482025601
"375",1,"2013","76110",56175.2041463242,325373.336101766,510180.377527622,170332.871687981,453187.430177435,80665.4883036711
"376",1,"2013","76419",95973.1012418581,653100.302190859,1132230.23785824,73855.3481580725,197345.405799861,69077.4099654464
"377",1,"2013","77081",219862.058086641,1410494.0836443,2470773.79159814,164724.987818339,456178.327004491,502863.601555967
"378",1,"2013","78635",199310.037472369,1343169.16162281,2377167.31189022,72260.7334835817,196729.050593428,314269.614291687
"379",1,"2013","79067",182923.445053348,1187704.64986453,2069440.95919154,90700.5561707288,255091.46821793,631672.799058803
"380",1,"2013","7944",232963.951171067,1439744.93437399,2522531.47664491,362352.997250499,956389.427456967,101401.890959616
"381",1,"2013","79963",117410.911025234,763590.627797555,1317560.48027508,112849.073385101,307347.819655558,220040.434620228
"382",1,"2013","80345",91416.0518684438,598626.280934442,1023193.57617835,104462.173974855,279399.666097691,104815.502444155
"383",1,"2013","80697",32968.1663035344,218509.859221313,328673.70706013,54848.7021748581,148517.796209531,64559.3221628645
"384",1,"2013","80960",68825.301563654,417160.169569315,680687.791749243,152629.626290171,407753.528398816,96817.8241748926
"385",1,"2013","82925",119419.06124043,804751.224671134,1405442.13277644,84397.362344748,226672.611476205,125684.527234955
"386",1,"2013","84682",326768.679330823,2028359.72005229,3568973.88916299,440323.805978308,1159354.6365334,73964.5746384495
"387",1,"2013","84746",284496.287025773,1921148.36560144,3425534.63422355,102642.56486968,272696.698787461,107819.662124135
"388",1,"2013","85945",249542.080385104,1653062.05952061,2930393.08125623,136207.07847464,365737.981655921,250491.31990991
"389",1,"2013","88719",43546.1122044756,275300.267363844,427415.917915438,79708.1110667548,216473.592219095,98319.7433924587
"390",1,"2013","88723",38032.0561741001,247086.235330964,378497.834164026,60804.4021555435,165443.452035608,91381.9140864123
"391",1,"2013","89834",28627.1265313219,183434.858395838,261676.85589709,58339.4207696128,158288.306587492,74569.9903023745
"392",1,"2013","90462",201433.989037246,1373835.14554867,2446842.06057205,87869.9030744272,233825.500037386,83806.3041045531
"393",1,"2013","90853",51100.3761671671,322968.913501519,515192.775752667,93335.1041423183,250756.717423779,85638.3374378467
"394",1,"2013","93021",162707.223117171,1045443.40618975,1830102.72080452,194744.029137089,515165.088379143,105201.490098642
"395",1,"2013","93187",149736.238829187,985930.228051456,1725902.4426159,120583.151872818,325256.085557858,201173.54045763
"396",1,"2013","93833",60234.4805875438,413638.461532668,692013.683562971,51624.0400403622,140649.900913454,81929.870102753
"397",1,"2013","9736",272149.328954679,1746132.52700981,3083752.30952419,259545.393408249,689287.928228774,172176.53616678
"398",1,"2013","97383",157799.673741845,1057297.54120923,1860809.53305452,93063.313764632,251387.98306826,207248.108574026
"399",1,"2013","98203",190499.804189516,1097476.34583819,1881564.88490856,481400.269740596,1291478.28787579,189181.751885851
"400",1,"2013","99651",230990.866170066,1490893.02277457,2630905.11538951,221310.222139341,588653.319385223,166062.426247749
"401",1,"2014","10336",250687.886406423,1281213.13445921,2135618.07010502,1245429.50110393,3371506.65092346,173712.953292993
"402",1,"2014","12234",263591.227404912,1414625.12567109,2377449.68014707,974379.721333043,2670042.1644862,402276.081557851
"403",1,"2014","12816",205153.254514686,1227852.48899001,2104604.88018845,461927.423580393,1212865.6653782,64987.9405620973
"404",1,"2014","12839",212386.128127089,1244031.31383292,2120459.75855826,523376.22626016,1398076.33766674,191667.538181399
"405",1,"2014","13978",18641.1412041876,117997.954834362,140665.046171178,52180.2435124811,141284.221554703,63680.8072212716
"406",1,"2014","1412",229651.989236658,1281453.17713889,2161302.12618056,661668.126665374,1821629.34369172,453173.0413128
"407",1,"2014","14418",18082.7054117462,106516.528671096,117978.308435387,81418.8967849938,218321.578189797,65289.3424796413
"408",1,"2014","14849",68623.9375391149,371549.48564509,577866.060634778,297139.913516293,794920.74399086,118492.356294684
"409",1,"2014","15046",32377.2266167398,189992.754222478,265964.332162602,111284.075943177,296159.304202941,69885.6893153263
"410",1,"2014","16747",21796.7606098139,126820.835789693,152727.55390306,84536.7685353309,233458.271938185,92858.2387386227
"411",1,"2014","18031",156415.062890894,770161.267160053,1244327.74240504,950729.046827544,2612161.82571106,340373.03161271
"412",1,"2014","18178",235567.388119466,1349721.03323627,2287923.80148506,584552.161241759,1610470.83270957,478258.013261233
"413",1,"2014","184",299691.104595507,1612142.93788921,2727841.4095298,1072006.36438985,2894336.30951552,204099.647544929
"414",1,"2014","18445",54736.9903579512,272432.751199228,397767.220151948,403151.735161837,1080995.29169162,124039.000912049
"415",1,"2014","18956",179506.705700398,979765.174026129,1626571.9288224,587788.94122032,1644150.9776419,525168.747583051
"416",1,"2014","19650",61448.2667384741,367422.906947333,575869.775727996,132050.628407036,373590.6436289,253515.203078416
"417",1,"2014","20140",115423.495925531,688086.507792699,1150968.80682248,292215.583349986,768677.895347141,80878.5514713957
"418",1,"2014","20381",128145.371645702,653378.133861364,1058552.8719406,705108.038907938,1876468.25089887,104557.239959735
"419",1,"2014","21347",278155.590202846,1461754.39974794,2457842.22531787,1148207.68589468,3107143.543316,207599.257135096
"420",1,"2014","26626",24546.494693099,150328.397825532,197242.573714767,72735.0955433024,195605.493324333,69123.3264163917
"421",1,"2014","27986",25291.6835491014,154818.810888593,203909.892029086,66823.1812910301,185200.189698666,104656.363419866
"422",1,"2014","28715",28788.3255934085,162086.290927524,214652.373204588,130224.411261835,345215.988334902,66565.0171175591
"423",1,"2014","28884",59344.4030935951,309584.746120541,464540.712067487,305094.477325546,833654.339738364,173892.581742334
"424",1,"2014","31423",56015.4674551228,288003.585911294,423745.087164392,300296.362124436,842854.675358627,250471.295127642
"425",1,"2014","3183",138858.594049936,763433.984141621,1266144.43506637,523252.188473261,1384353.38345214,94183.4088680689
"426",1,"2014","33141",278249.390427424,1681174.66390027,2891645.96095174,474786.006475374,1287663.81862503,378574.400456674
"427",1,"2014","34172",158269.030793494,841848.510955478,1381555.91408159,604993.861376519,1693194.30862965,491988.280184095
"428",1,"2014","36307",27876.9535553843,158917.464512776,209436.999292152,117555.706821889,313631.030683333,71541.6180698159
"429",1,"2014","36565",51984.2331062169,270911.299616385,398665.981825861,288154.292021116,776599.565756546,126359.635820484
"430",1,"2014","36737",23926.2681647915,140763.683649397,178677.116738959,89182.2613408955,238567.687322749,67348.0251720164
"431",1,"2014","36892",32437.2284384334,196904.339938139,278661.151532343,85473.046786951,234298.692240641,106247.26755664
"432",1,"2014","37080",42217.1772561842,241530.960887623,354499.937684253,149271.828807209,402605.944600753,102658.310749985
"433",1,"2014","37398",26235.8676316052,151396.076141542,196595.23732314,104694.273859217,280508.831356885,72971.0057805276
"434",1,"2014","38080",220071.893581349,1314354.09248195,2237082.51691398,413941.67935177,1150466.15399398,552013.390477311
"435",1,"2014","38399",98718.8479280411,445485.270899711,679334.169515445,1128492.82228802,3082310.49296777,245558.585551788
"436",1,"2014","38870",117779.937164502,691990.502374833,1154679.79243243,327544.407721805,861634.713125246,80972.6567624136
"437",1,"2014","39204",341230.252696109,1811250.35680284,3050369.12450187,1188155.94802829,3305364.75556183,635116.550284006
"438",1,"2014","40145",187539.150629696,983960.182575066,1634574.87525223,868396.646891114,2322228.95993326,126516.893546911
"439",1,"2014","41477",136400.081077059,656922.08057845,1049618.47144044,960635.713405378,2608605.11941475,227794.537331604
"440",1,"2014","421",189871.45349043,974370.178011446,1595701.13668984,817169.423333845,2321155.97028622,712767.102075403
"441",1,"2014","42552",288209.709796259,1575489.49340768,2675776.45650268,983210.849030729,2622615.54792316,80854.4216552317
"442",1,"2014","42933",231566.774532856,1153443.19054824,1911064.6796031,1304662.50751493,3515270.56547924,99833.5770043822
"443",1,"2014","45288",77042.3708601386,431162.893881034,688050.228311555,292604.2253601,768218.581893998,65666.622160934
"444",1,"2014","45942",109811.762265249,556828.887795979,879405.820544536,522881.585269267,1494422.97818286,523559.148875975
"445",1,"2014","46802",122686.444295878,705228.691951517,1171160.78732859,363822.02350112,971913.616351905,151639.571749231
"446",1,"2014","47224",234111.239526574,1102296.09110877,1804167.43064968,1698526.59260604,4624874.75671058,122362.053765815
"447",1,"2014","47367",219259.478796237,1234310.84875478,2080093.72038646,590512.598991852,1637828.86287697,514014.780815846
"448",1,"2014","5011",101949.125635853,591634.491209947,974374.961638594,303320.197059879,803404.423320224,104857.032882745
"449",1,"2014","506",141861.993583782,803814.713442145,1343990.72770448,462636.941265134,1219142.2800237,80584.9848512183
"450",1,"2014","51542",347122.455577454,1894956.06539673,3196769.94283865,943037.278201557,2681227.58824763,1027786.0774879
"451",1,"2014","53893",64003.3644291558,349372.67194972,537927.133145061,253897.399253143,694694.470603947,176277.278850444
"452",1,"2014","5449",34281.7586166565,185448.778967955,251254.393844745,162873.998803634,454473.031276054,151721.612717237
"453",1,"2014","54520",189546.2443391,1142426.79037111,1954234.91075374,424425.163922269,1117451.30847324,95040.6481772772
"454",1,"2014","55004",51764.578419661,317451.819086974,491410.812490874,102764.020029776,287244.799076796,192920.959647553
"455",1,"2014","55351",135185.767211642,679766.732895543,1098644.25232267,779736.94324528,2099697.13098827,176816.821017521
"456",1,"2014","56066",111956.715054418,571081.719564895,911177.660737861,571183.140660735,1570435.28801694,296527.922377997
"457",1,"2014","56127",25046.7096792984,140775.369880372,177008.540190918,123512.815860668,327846.018276268,66166.8833851542
"458",1,"2014","57658",293996.45931496,1489542.57930642,2485382.91685709,1413218.36205195,3881221.49177508,341783.139539948
"459",1,"2014","62621",199976.394908811,1073467.29109076,1783900.55929058,734812.567065829,2043940.24377268,516003.074992637
"460",1,"2014","6379",189855.60861463,942553.725660212,1530407.32605421,1000843.58223296,2844940.43481634,742516.373728323
"461",1,"2014","6472",47367.2878214551,243709.076665496,349604.83531963,282822.456876798,774332.19769318,161767.819232177
"462",1,"2014","65392",196403.672543671,1137720.26152826,1934666.35287479,550882.433945925,1451522.59747647,77087.4973367457
"463",1,"2014","65565",218938.603765781,1101755.10725693,1824361.97168754,1152224.78348052,3116633.85940407,189272.240692513
"464",1,"2014","68935",104786.919306503,540881.746919978,865161.995060039,543954.086234242,1457144.76919357,146593.761296475
"465",1,"2014","69914",241578.76098065,1195571.36913208,1973461.13422947,1420503.68315035,3885000.55167474,243815.243440458
"466",1,"2014","71381",33021.9122856784,186394.134704891,257845.283586796,141711.313570408,373457.539404476,61459.0206063973
"467",1,"2014","71861",99980.5728190087,484735.813915598,759472.420531044,743965.54789196,1984994.18569892,110005.965284776
"468",1,"2014","72817",167376.848377091,866343.60978147,1422025.26455486,774139.755702642,2122346.3694282,340620.462293035
"469",1,"2014","73311",77456.6032090245,468365.581701338,758353.221377575,167725.829714365,460617.95841748,203048.569601694
"470",1,"2014","741",293920.374875614,1501937.19017554,2514748.47785389,1384439.39199586,3763197.73437583,195030.344374533
"471",1,"2014","74173",23329.1313241972,144724.813998396,187887.401020296,66540.8081188909,178730.885915074,65209.906523717
"472",1,"2014","74325",49453.7764612615,266689.50889233,394261.280258802,231531.666821062,622423.869984326,112147.654939364
"473",1,"2014","75414",86546.2154807528,467177.145793626,746183.436555046,380837.825869282,1003656.34969069,76142.2504195524
"474",1,"2014","75587",234781.354668595,1177421.27479917,1933743.47086158,1156560.89382853,3278633.59181931,792488.643945457
"475",1,"2014","76110",102418.670522938,500374.974291243,785210.655645333,705194.098895361,1907520.21746671,194727.46816211
"476",1,"2014","76419",137236.535402379,673825.836999357,1081051.34867279,871060.393114824,2375417.88958194,266443.420903097
"477",1,"2014","77081",149289.91727919,849808.18201885,1424931.21503436,474474.118071143,1252563.97344632,91986.4006917586
"478",1,"2014","78635",110064.794762976,565965.530147332,907796.431470204,588610.77476203,1574352.63588306,138331.839161619
"479",1,"2014","79067",71632.6790270588,397678.401802776,626023.087926869,269778.183807743,723822.396166736,128339.156683878
"480",1,"2014","7944",119615.894893353,620684.006860209,1006180.94676091,618088.057461155,1634912.88559815,77648.5680017536
"481",1,"2014","79963",188778.140756393,953903.699486103,1574541.68462552,1042100.97982657,2779909.69207517,65062.0862363704
"482",1,"2014","80345",189278.13055342,943158.609089959,1543216.66298485,1067982.65592801,2930385.3436952,341290.320282723
"483",1,"2014","80697",57767.9824637385,300307.162430171,450303.513640577,321212.296514586,856399.590949333,103936.456692142
"484",1,"2014","80960",114561.809187563,548391.969142906,865766.423243413,888706.113149241,2381383.82093023,124318.370154931
"485",1,"2014","82925",90539.0903522216,462998.597339462,728268.776652096,496523.621885595,1338997.3310252,170619.45916568
"486",1,"2014","84682",191784.473875202,914704.030147494,1482076.34827931,1330865.54674908,3671804.44117361,373047.816985241
"487",1,"2014","84746",189178.434797516,926360.052398925,1517086.8605744,1231434.74023666,3302869.2568104,61700.9643544048
"488",1,"2014","85945",266523.900177605,1468214.10036209,2491996.50807052,916014.183580472,2436373.06933844,73388.1621617987
"489",1,"2014","88719",72504.0495395998,396592.503532376,618969.372052014,268574.67003527,744391.642457215,233232.077695707
"490",1,"2014","88723",49975.4388844029,283790.251077202,427597.714189923,172303.294701627,468657.792484705,131234.105655908
"491",1,"2014","89834",125147.204481973,693520.093627738,1135882.4685162,402790.728491085,1119575.27837303,364577.219885292
"492",1,"2014","90462",70153.4420031478,342712.014745743,516409.136039236,533010.220153711,1430780.69108951,140049.253335788
"493",1,"2014","90853",235851.053810253,1207097.13492843,1982393.5340446,923122.489477919,2697058.47936075,1189892.0201453
"494",1,"2014","93021",112746.738843117,514439.222942512,799917.724061318,1175555.15657804,3163671.98207541,112632.72975378
"495",1,"2014","93187",159090.525758546,828762.108117891,1366854.34105485,785663.060309751,2082701.64737271,68500.1589591171
"496",1,"2014","93833",139692.835333703,643515.745656718,1006279.47369398,1116166.79856932,3203314.14189743,803912.293848687
"497",1,"2014","9736",272050.300181454,1470853.1818066,2478706.10259082,980052.401395887,2672497.01689944,348378.416367253
"498",1,"2014","97383",105732.636868348,549261.602763971,882350.977255755,548986.973936562,1453938.43631154,89290.141764397
"499",1,"2014","98203",30528.3130095718,160427.027667849,207417.539773775,205837.2517988,561110.72988512,118928.27942227
"500",1,"2014","99651",217060.770711791,1054994.73323198,1713720.17073166,1213239.37017112,3471365.34078184,904670.079918242
"501",1,"2015","10336",15297.3216674181,93483.3684590366,93767.448455769,61479.2446367496,170192.893435505,75341.5413343294
"502",1,"2015","12234",17631.7384768292,106185.553925774,115142.127573956,65241.2120559424,181643.869453836,83769.2255800092
"503",1,"2015","12816",18796.6320593824,117117.070599242,135167.92727093,55236.3334495762,152280.165259599,78002.3305319606
"504",1,"2015","12839",16360.2817409214,99001.108382049,102997.825378548,64556.0206813766,178958.343317945,78404.3256217657
"505",1,"2015","13978",20219.4321498579,123234.096569495,145666.514436149,69352.5944860891,187373.670759778,64208.7817115253
"506",1,"2015","1412",18667.6494086354,109072.37799189,119439.089256577,89385.7631720504,246970.514095809,86097.5531206824
"507",1,"2015","14418",18842.7417889086,116915.879716652,135064.970580581,58646.8296544625,159901.83122357,68681.561211441
"508",1,"2015","14849",20037.3068404604,119323.015440306,137955.440917465,77828.677805496,211755.739165969,72094.8383338151
"509",1,"2015","15046",15744.4314264846,95805.9233230692,97513.4957812118,61002.3409384797,170735.40944024,82653.5438018904
"510",1,"2015","16747",20077.7114046985,118698.109062505,136585.51132364,81374.0917737014,222004.666407516,75163.2166780507
"511",1,"2015","18031",24948.9647622949,142884.074083197,177344.929254775,113661.946779791,307002.139568819,75179.3747220912
"512",1,"2015","18178",19445.6376233905,111941.004478232,123762.483364227,102133.814262785,284925.333477372,99312.0299038309
"513",1,"2015","184",19708.2886687863,113788.949668761,127487.975614154,103387.39387769,280599.064893196,76387.5120559958
"514",1,"2015","18445",17436.7886400626,113692.072541515,130980.070728054,45048.2289310748,123006.675470742,65056.3430456822
"515",1,"2015","18956",20717.2925916683,130268.497832379,158959.428954212,59478.8377334273,161289.025170743,64948.9470365492
"516",1,"2015","19650",21733.7110329486,125381.195034124,147562.624078735,103686.793153462,279337.977080379,70502.7373658218
"517",1,"2015","20140",18595.8372934978,108290.340061643,118496.556670783,100325.713046287,268604.297268988,65953.7637821502
"518",1,"2015","20381",25906.0984322261,141234.276979179,171438.022918902,156757.478979175,441227.8174517,138601.445758817
"519",1,"2015","21347",23721.9685229866,136059.380605511,164735.139882796,101326.146349254,283147.315870139,106386.974996997
"520",1,"2015","26626",28254.3605369015,159626.636846166,204844.639280669,126122.483691077,347339.95453729,101740.296054201
"521",1,"2015","27986",15091.6365353242,93056.190303515,93261.832376067,55254.1689721081,152348.517936596,71270.9571222154
"522",1,"2015","28715",18270.8258101263,107485.993652531,117063.253268595,85488.4537931015,233943.204133213,77528.8582011253
"523",1,"2015","28884",19607.2905767055,114810.707302066,129446.691367385,86763.5323315706,238340.128907934,81472.7545326287
"524",1,"2015","31423",17086.4388174201,103815.768024814,111702.948491887,63941.4293537148,174136.991534284,68015.176487203
"525",1,"2015","3183",17690.4171995212,108244.414582484,119597.53577708,61343.0999919527,167071.256537403,67895.1623220563
"526",1,"2015","33141",16942.0101553643,101970.902970653,108183.234077646,69251.4854845283,189399.037185989,71858.7519076638
"527",1,"2015","34172",21216.6853179263,118678.987504003,134708.162093713,140263.32162659,384559.076461313,96862.4211377505
"528",1,"2015","36307",17901.8578766898,106281.8137532,115143.394057914,76436.8797504438,210517.416160273,79289.3370189786
"529",1,"2015","36565",17829.3846980488,106495.935840939,115846.698000898,73715.2456391165,201014.201701529,71860.6828953221
"530",1,"2015","36737",18229.6734288065,107355.531550655,117040.413313833,87132.1826331339,235782.015193076,70053.6524720711
"531",1,"2015","36892",22192.854856474,126719.164503141,149187.174821698,109571.110159912,299375.622965004,84665.817498825
"532",1,"2015","37080",19833.40513121,116926.050812654,133261.818295781,81668.617643118,224603.713921621,81154.8982110194
"533",1,"2015","37398",17889.1839569255,106434.283152924,115576.369408748,76270.8135207957,208600.86778559,74408.574146528
"534",1,"2015","38080",21454.9908995653,124459.359958437,145521.480726698,92453.3159510657,256095.787975912,91993.3040198995
"535",1,"2015","38399",25832.0572209705,153091.21769159,194667.346718353,82303.8928920907,232695.061133702,120857.407751928
"536",1,"2015","38870",18840.3667122802,113035.885748559,127246.059192096,71384.7089718648,194959.343508368,72799.0422059032
"537",1,"2015","39204",16268.0124719336,98717.4412784081,102740.875227071,64491.1791717838,176736.276188837,71283.7207330297
"538",1,"2015","40145",29165.7303394226,157392.006962791,199869.632781248,189697.663239498,509365.025987054,82797.4896431974
"539",1,"2015","41477",21890.6963996929,132467.399676683,160499.501963533,69068.0065674653,192322.809528557,93344.4283841768
"540",1,"2015","421",25568.5975197249,149064.321129254,188291.342785363,100021.77746466,273533.651895486,84839.8874560249
"541",1,"2015","42552",19047.7304922081,110614.15708401,122028.303093772,96679.8921803706,265178.678183061,82786.4333044023
"542",1,"2015","42933",14820.8026792751,92583.0800396705,92710.7984364009,48700.0478467911,134198.981082317,69850.423528152
"543",1,"2015","45288",26325.1675128122,150890.771107453,190702.397649189,112278.956337559,307444.291756419,89913.069412448
"544",1,"2015","45942",18125.3378112007,109099.799670097,120366.177432307,67704.8130613431,186436.401407576,77016.86905133
"545",1,"2015","46802",21114.0226960908,130255.194704747,158103.470529346,65253.6940230439,177599.700531013,69985.0794346597
"546",1,"2015","47224",19464.9502221138,114421.58727366,129050.748620533,86647.3475687483,235897.70009504,73909.3090234574
"547",1,"2015","47367",17640.3333535433,106576.017303055,116281.418732512,66642.387606395,181973.559497691,70747.567952057
"548",1,"2015","5011",16515.8479341081,107453.867438341,120050.317756554,44439.1356354006,121291.71758326,63358.1880467426
"549",1,"2015","506",17180.5415862724,102406.088799219,108487.852250436,74986.7537511754,207785.982067099,82128.2711801248
"550",1,"2015","51542",25960.5445150623,162823.114017929,214284.480541285,62638.2567663205,174358.590578831,104979.978980009
"551",1,"2015","53893",18597.6613787311,110875.103425669,123087.536622878,72943.8876695913,201538.305226617,81218.4635028044
"552",1,"2015","5449",22365.2044860439,129639.183053868,155132.015022023,100569.781053708,270387.849705301,68468.0619088349
"553",1,"2015","54520",17354.3125656766,105065.592529247,113392.693292319,62960.5486047977,174839.403482686,80940.8894515077
"554",1,"2015","55004",19136.9331137893,112525.703223884,125741.391645486,85122.5147144202,232558.211858322,76397.1517326383
"555",1,"2015","55351",21032.8956043032,128051.146592242,153758.439601848,69302.4465275532,188978.024583243,72638.7218932161
"556",1,"2015","56066",17554.6434066526,105879.803641558,115236.03720022,70433.4336717045,189814.951898092,62983.4826390422
"557",1,"2015","56127",15320.7247078885,94662.8104515004,96335.085683872,55903.9083632112,151402.874506954,62601.882881225
"558",1,"2015","57658",18583.706320815,110985.606188916,123225.924677042,71277.7098165579,197833.009106578,84208.7586909302
"559",1,"2015","62621",22655.2251429654,134788.407900437,164305.090222704,80736.0823699974,222197.868653849,84599.5638986015
"560",1,"2015","6379",16120.6746271615,98322.3036527463,102221.710269445,61456.0442037981,168023.496381149,69116.5300589349
"561",1,"2015","6472",19067.0874792909,109420.131111873,119741.460664086,118127.307615143,321870.880988138,83284.6850717785
"562",1,"2015","65392",17982.9291108557,108565.939328491,119853.764192113,69270.3797332301,187507.970220639,65529.2811283108
"563",1,"2015","65565",14786.7499204427,90795.8295380822,89471.8492012155,66627.3696773083,179440.233563286,63503.0140558584
"564",1,"2015","68935",16789.9186266175,105853.74404196,116249.595375413,50608.3031506567,138118.221661615,65875.2233583803
"565",1,"2015","69914",19038.9676707389,117383.579546634,135798.915550608,61841.0772606393,167820.271543988,65901.9386268952
"566",1,"2015","71381",21729.4992246207,126603.723523958,149274.024845134,89412.395050177,248226.37302669,93467.516531312
"567",1,"2015","71861",18111.6577452376,113010.133283356,128457.655030635,55803.4435427358,152072.328080042,67058.830907332
"568",1,"2015","72817",29078.6939316392,174519.588867793,233829.107869584,94037.323032633,255328.459077646,78877.4445356968
"569",1,"2015","73311",30043.194537835,163633.918748364,210427.421971878,170943.845061328,465662.483554005,99881.2641396004
"570",1,"2015","741",32490.4822607133,192965.708217879,264820.51504447,105203.042721096,287947.547846865,93875.4949952029
"571",1,"2015","74173",24756.5837019013,137327.957550165,165676.817666975,134408.979201887,375709.740560804,119373.422628116
"572",1,"2015","74325",30408.6834504197,175615.973056675,234189.0119131,121711.310584653,327720.585595511,74988.1050932297
"573",1,"2015","75414",19975.8897575635,115971.259543752,131569.600842346,97178.8205609027,261811.856220584,69790.8687947212
"574",1,"2015","75587",18164.8808277357,107442.630256261,117493.275550101,83918.8680783799,224822.689176018,63429.799710719
"575",1,"2015","76110",17977.9889028981,106549.622268428,115643.839383576,79616.2874239013,217983.332316456,75913.2897427433
"576",1,"2015","76419",19672.9788296655,115825.55679414,130968.876502535,79062.8739816368,221120.353497507,94204.5308506074
"577",1,"2015","77081",22151.6265504093,128909.288195206,153440.057811692,92502.9177152449,254390.697952744,86171.6447182513
"578",1,"2015","78635",21642.1249854772,122351.911611057,141637.43584889,125449.09931287,338450.156163335,76568.5850834383
"579",1,"2015","79067",20763.2774737205,125832.184084656,148876.332219134,64919.1479223631,181990.351345776,97743.865827373
"580",1,"2015","7944",24114.1510015843,133885.035494309,160035.928592749,136098.377453971,377943.167113249,111288.67703108
"581",1,"2015","79963",21169.616495367,124643.533527772,146427.074312695,83146.2076192946,229325.837705351,85382.854946287
"582",1,"2015","80345",24708.1762299145,140213.861526141,171585.190490421,112806.229211094,313544.203367172,105264.972094032
"583",1,"2015","80697",18484.899713639,108183.617693034,117971.976131532,87782.044354153,242474.168447769,85366.2858040367
"584",1,"2015","80960",23185.9778699128,138728.620473283,170832.721883733,75907.204936473,211843.302885805,98796.5630531577
"585",1,"2015","82925",19658.5217518136,115398.809933846,130768.315718802,86921.6618804662,236025.327568367,72793.3725342958
"586",1,"2015","84682",20137.6714961308,128963.778456683,156583.714055188,50090.5844611456,137879.145764357,81567.5278355484
"587",1,"2015","84746",18061.8959994489,106606.385061978,115850.059450547,85479.9761902093,230794.611369245,68349.3623755009
"588",1,"2015","85945",19797.7987440782,117705.606156112,134872.549501356,76297.4074209702,209789.883475675,79743.8834687718
"589",1,"2015","88719",34323.4211338118,194319.999540719,265085.048499629,146810.768283608,397162.966410846,86252.9110877483
"590",1,"2015","88723",20823.0449851145,118516.120428105,135383.198362817,120006.436311478,321980.273748742,70790.4931403973
"591",1,"2015","89834",16976.1466483615,102056.266139412,108345.239057674,70761.5154375922,192907.921567041,70268.060846359
"592",1,"2015","90462",19209.8641919965,113664.454728457,127812.129941259,79132.826494286,217142.440519955,78345.2078064338
"593",1,"2015","90853",17746.6262621944,106242.00160239,115732.757256053,75158.5225548924,201696.057312579,62233.4585474483
"594",1,"2015","93021",19427.3534621759,123777.337398992,147826.539972463,52374.8468681666,143087.835404411,69907.4333933833
"595",1,"2015","93187",15656.544906696,94899.5509097487,96216.2597447492,70509.7870331597,191577.757888576,68281.049677213
"596",1,"2015","93833",21996.7416538417,128199.463808455,152392.518106603,92533.8865100796,253237.625997628,81576.0578115285
"597",1,"2015","9736",16625.461727112,100348.25881606,105538.760387155,68557.4853384372,186419.433746537,68227.4721255753
"598",1,"2015","97383",18590.810082043,110406.779983853,122456.473495247,77657.4792688797,211503.298791908,72391.137747344
"599",1,"2015","98203",19600.9801821964,112185.949696362,124100.255015403,111009.524538742,308195.428303096,98305.3610259544
"600",1,"2015","99651",27314.2130427923,158469.047677885,204417.187420351,107263.211259099,292328.048841756,84625.1285576636
"601",1,"2016","10336",459985.459329907,2207036.39074456,3599488.24625192,2709509.08059039,7967461.55598962,2890485.00393287
"602",1,"2016","12234",511440.462860813,2519954.69366372,4158044.76661411,2399691.48432607,6926274.58120218,2037526.16196166
"603",1,"2016","12816",505688.305320098,3012471.92706496,5167465.51788501,912328.552669123,2593783.78934096,1190656.82678979
"604",1,"2016","12839",388977.589455776,1916689.23082204,3143120.5457041,2064167.82950051,5974526.59353437,1915522.37635554
"605",1,"2016","13978",165572.710755033,890627.737329801,1455917.52717186,709417.632543425,1911185.07483212,191686.742445972
"606",1,"2016","1412",258487.988605594,1175737.2152866,1869096.47836277,1927573.81846057,5493179.48659714,1057492.34124733
"607",1,"2016","14418",683686.789929626,3754645.752273,6380473.26457279,1925348.95487669,5358784.05746726,1079914.61254951
"608",1,"2016","14849",555540.489907606,3198800.26828059,5481723.63639178,1517276.43655172,4229476.50003225,1069071.10822518
"609",1,"2016","15046",318783.75909121,1593087.91061143,2621891.36409409,1768874.32947894,5055184.41822527,1312266.6163607
"610",1,"2016","16747",519313.645953829,2758095.77096382,4653363.78854407,1942993.10504365,5466177.50642406,1134746.69691585
"611",1,"2016","18031",446147.726482325,2179874.54260604,3602622.88226702,2369446.38170472,6625961.37171449,1052462.00271895
"612",1,"2016","18178",337402.927797658,1561064.82631121,2527305.91478491,2498518.92013441,7087673.85444445,1373096.91463645
"613",1,"2016","184",290524.310670412,1539656.77845772,2580626.29688855,1605793.1817673,4445933.28780562,538344.721431262
"614",1,"2016","18445",301855.476164908,1967356.785149,3397737.81078761,315397.784100578,871530.549964322,492849.58993272
"615",1,"2016","18956",312885.27211207,1780676.1767093,2999145.54799895,794920.350392311,2144066.88743679,176944.716390416
"616",1,"2016","19650",393311.584203959,2059525.95030367,3450121.00906422,1750310.37813745,4856329.65291368,907333.033715282
"617",1,"2016","20140",219817.125349772,1001634.5776163,1602223.04392868,1965865.62991017,5308068.43546206,188832.907159472
"618",1,"2016","20381",311530.317804425,1423963.16180988,2272307.56038533,2371488.0761367,6871788.05169299,1547834.17520822
