"","day","v1","v2","v3","v4","v5","v6"
"1664",2014-07-22,77419,382045,612857,270746,925758,233506
"1665",2014-07-23,77428,382091,612931,270779,925870,233534
"1666",2014-07-24,77438,382138,613005,270812,925982,233562
"1667",2014-07-25,77447,382184,613079,270845,926094,233590
"1668",2014-07-26,77456,382230,613153,270877,926205,233619
"1669",2014-07-27,77466,382276,613227,270910,926317,233647
"1670",2014-07-28,77475,382322,613301,270943,926429,233675
"1671",2014-07-29,77484,382368,613375,270975,926540,233703
"1672",2014-07-30,77494,382414,613449,271008,926652,233731
"1673",2014-07-31,77503,382460,613523,271041,926764,233759
"1674",2014-08-01,77513,382507,613597,271073,926876,233788
"1675",2014-08-02,77522,382553,613671,271106,926987,233816
"1676",2014-08-03,77531,382599,613745,271139,927099,233844
"1677",2014-08-04,77541,382645,613819,271171,927211,233872
"1678",2014-08-05,77550,382691,613893,271204,927323,233900
"1679",2014-08-06,77559,382737,613967,271237,927434,233929
"1680",2014-08-07,77569,382783,614041,271269,927546,233957
"1681",2014-08-08,77578,382829,614115,271302,927658,233985
"1682",2014-08-09,77587,382875,614189,271335,927770,234013
"1683",2014-08-10,77597,382922,614263,271367,927881,234041
"1684",2014-08-11,77606,382968,614337,271400,927993,234070
"1685",2014-08-12,77615,383014,614410,271433,928105,234098
"1686",2014-08-13,77625,383060,614484,271465,928217,234126
"1687",2014-08-14,77634,383106,614558,271498,928328,234154
"1688",2014-08-15,77643,383152,614632,271531,928440,234182
"1689",2014-08-16,77653,383198,614706,271564,928552,234210
"1690",2014-08-17,77662,383244,614780,271596,928664,234239
"1691",2014-08-18,77671,383290,614854,271629,928775,234267
"1692",2014-08-19,77681,383337,614928,271662,928887,234295
"1693",2014-08-20,77690,383383,615002,271694,928999,234323
"1694",2014-08-21,77699,383429,615076,271727,929111,234351
"1695",2014-08-22,77709,383475,615150,271760,929222,234380
"1696",2014-08-23,77718,383521,615224,271792,929334,234408
"1697",2014-08-24,77727,383567,615298,271825,929446,234436
"1698",2014-08-25,77737,383613,615372,271858,929558,234464
"1699",2014-08-26,77746,383659,615446,271890,929669,234492
"1700",2014-08-27,77756,383706,615520,271923,929781,234521
"1701",2014-08-28,77765,383752,615594,271956,929893,234549
"1702",2014-08-29,77774,383798,615668,271988,930005,234577
"1703",2014-08-30,77784,383844,615742,272021,930116,234605
"1704",2014-08-31,77793,383890,615816,272054,930228,234633
"1705",2014-09-01,77802,383936,615890,272086,930340,234661
"1706",2014-09-02,77812,383982,615964,272119,930452,234690
"1707",2014-09-03,77821,384028,616038,272152,930563,234718
"1708",2014-09-04,77830,384074,616112,272185,930675,234746
"1709",2014-09-05,77840,384121,616186,272217,930787,234774
"1710",2014-09-06,77849,384167,616260,272250,930899,234802
"1711",2014-09-07,77858,384213,616334,272283,931010,234831
"1712",2014-09-08,77868,384259,616408,272315,931122,234859
"1713",2014-09-09,77877,384305,616482,272348,931234,234887
"1714",2014-09-10,77886,384351,616556,272381,931346,234915
"1715",2014-09-11,77896,384397,616630,272413,931457,234943
"1716",2014-09-12,77905,384443,616704,272446,931569,234972
"1717",2014-09-13,77914,384489,616778,272479,931681,235000
"1718",2014-09-14,77924,384536,616852,272511,931793,235028
"1719",2014-09-15,77933,384582,616926,272544,931904,235056
"1720",2014-09-16,77942,384628,617000,272577,932016,235084
"1721",2014-09-17,77952,384674,617074,272609,932128,235112
"1722",2014-09-18,77961,384720,617148,272642,932239,235141
"1723",2014-09-19,77970,384766,617222,272675,932351,235169
"1724",2014-09-20,77980,384812,617296,272707,932463,235197
"1725",2014-09-21,77989,384858,617369,272740,932575,235225
"1726",2014-09-22,77998,384904,617443,272773,932686,235253
"1727",2014-09-23,78008,384951,617517,272805,932798,235282
"1728",2014-09-24,78017,384997,617591,272838,932910,235310
"1729",2014-09-25,78027,385043,617665,272871,933022,235338
"1730",2014-09-26,78036,385089,617739,272904,933133,235366
"1731",2014-09-27,78045,385135,617813,272936,933245,235394
"1732",2014-09-28,78055,385181,617887,272969,933357,235422
"1733",2014-09-29,78064,385227,617961,273002,933469,235451
"1734",2014-09-30,78073,385273,618035,273034,933580,235479
"1735",2014-10-01,78083,385320,618109,273067,933692,235507
"1736",2014-10-02,78092,385366,618183,273100,933804,235535
"1737",2014-10-03,78101,385412,618257,273132,933916,235563
"1738",2014-10-04,78111,385458,618331,273165,934027,235592
"1739",2014-10-05,78120,385504,618405,273198,934139,235620
"1740",2014-10-06,78129,385550,618479,273230,934251,235648
"1741",2014-10-07,78139,385596,618553,273263,934363,235676
"1742",2014-10-08,78148,385642,618627,273296,934474,235704
"1743",2014-10-09,78157,385688,618701,273328,934586,235733
"1744",2014-10-10,78167,385735,618775,273361,934698,235761
"1745",2014-10-11,78176,385781,618849,273394,934810,235789
"1746",2014-10-12,78185,385827,618923,273426,934921,235817
"1747",2014-10-13,78195,385873,618997,273459,935033,235845
"1748",2014-10-14,78204,385919,619071,273492,935145,235873
"1749",2014-10-15,78213,385965,619145,273524,935257,235902
"1750",2014-10-16,78223,386011,619219,273557,935368,235930
"1751",2014-10-17,78232,386057,619293,273590,935480,235958
"1752",2014-10-18,78241,386103,619367,273623,935592,235986
"1753",2014-10-19,78251,386150,619441,273655,935704,236014
"1754",2014-10-20,78260,386196,619515,273688,935815,236043
"1755",2014-10-21,78269,386242,619589,273721,935927,236071
"1756",2014-10-22,78279,386288,619663,273753,936039,236099
"1757",2014-10-23,78288,386334,619737,273786,936151,236127
"1758",2014-10-24,78298,386380,619811,273819,936262,236155
"1759",2014-10-25,78307,386426,619885,273851,936374,236184
"1760",2014-10-26,78316,386472,619959,273884,936486,236212
"1761",2014-10-27,78326,386519,620033,273917,936598,236240
"1762",2014-10-28,78335,386565,620107,273949,936709,236268
"1763",2014-10-29,78344,386611,620181,273982,936821,236296
"1764",2014-10-30,78354,386657,620255,274015,936933,236324
"1765",2014-10-31,78363,386703,620329,274047,937045,236353
"1766",2014-11-01,78372,386749,620402,274080,937156,236381
"1767",2014-11-02,78382,386795,620476,274113,937268,236409
"1768",2014-11-03,78391,386841,620550,274145,937380,236437
"1769",2014-11-04,78400,386887,620624,274178,937492,236465
"1770",2014-11-05,78410,386934,620698,274211,937603,236494
"1771",2014-11-06,78419,386980,620772,274243,937715,236522
"1772",2014-11-07,78428,387026,620846,274276,937827,236550
"1773",2014-11-08,78438,387072,620920,274309,937939,236578
"1774",2014-11-09,78447,387118,620994,274342,938050,236606
"1775",2014-11-10,78456,387164,621068,274374,938162,236634
"1776",2014-11-11,78466,387210,621142,274407,938274,236663
"1777",2014-11-12,78475,387256,621216,274440,938385,236691
"1778",2014-11-13,78484,387302,621290,274472,938497,236719
"1779",2014-11-14,78494,387349,621364,274505,938609,236747
"1780",2014-11-15,78503,387395,621438,274538,938721,236775
"1781",2014-11-16,78512,387441,621512,274570,938832,236804
"1782",2014-11-17,78522,387487,621586,274603,938944,236832
"1783",2014-11-18,78531,387533,621660,274636,939056,236860
"1784",2014-11-19,78541,387579,621734,274668,939168,236888
"1785",2014-11-20,78550,387625,621808,274701,939279,236916
"1786",2014-11-21,78559,387671,621882,274734,939391,236945
"1787",2014-11-22,78569,387718,621956,274766,939503,236973
"1788",2014-11-23,78578,387764,622030,274799,939615,237001
"1789",2014-11-24,78587,387810,622104,274832,939726,237029
"1790",2014-11-25,78597,387856,622178,274864,939838,237057
"1791",2014-11-26,78606,387902,622252,274897,939950,237085
"1792",2014-11-27,78615,387948,622326,274930,940062,237114
"1793",2014-11-28,78625,387994,622400,274962,940173,237142
"1794",2014-11-29,78634,388040,622474,274995,940285,237170
"1795",2014-11-30,78643,388086,622548,275028,940397,237198
"1796",2014-12-01,78653,388133,622622,275061,940509,237226
"1797",2014-12-02,78662,388179,622696,275093,940620,237255
"1798",2014-12-03,78671,388225,622770,275126,940732,237283
"1799",2014-12-04,78681,388271,622844,275159,940844,237311
"1800",2014-12-05,78690,388317,622918,275191,940956,237339
"1801",2014-12-06,78699,388363,622992,275224,941067,237367
"1802",2014-12-07,78709,388409,623066,275257,941179,237396
"1803",2014-12-08,78718,388455,623140,275289,941291,237424
"1804",2014-12-09,78727,388501,623214,275322,941403,237452
"1805",2014-12-10,78737,388548,623288,275355,941514,237480
"1806",2014-12-11,78746,388594,623361,275387,941626,237508
"1807",2014-12-12,78755,388640,623435,275420,941738,237536
"1808",2014-12-13,78765,388686,623509,275453,941850,237565
"1809",2014-12-14,78774,388732,623583,275485,941961,237593
"1810",2014-12-15,78783,388778,623657,275518,942073,237621
"1811",2014-12-16,78793,388824,623731,275551,942185,237649
"1812",2014-12-17,78802,388870,623805,275583,942297,237677
"1813",2014-12-18,78812,388917,623879,275616,942408,237706
"1814",2014-12-19,78821,388963,623953,275649,942520,237734
"1815",2014-12-20,78830,389009,624027,275681,942632,237762
"1816",2014-12-21,78840,389055,624101,275714,942744,237790
"1817",2014-12-22,78849,389101,624175,275747,942855,237818
"1818",2014-12-23,78858,389147,624249,275780,942967,237847
"1819",2014-12-24,78868,389193,624323,275812,943079,237875
"1820",2014-12-25,78877,389239,624397,275845,943191,237903
"1821",2014-12-26,78886,389285,624471,275878,943302,237931
"1822",2014-12-27,78896,389332,624545,275910,943414,237959
"1823",2014-12-28,78905,389378,624619,275943,943526,237987
"1824",2014-12-29,78914,389424,624693,275976,943638,238016
"1825",2014-12-30,78924,389470,624767,276008,943749,238044
"1826",2014-12-31,78933,389516,624841,276041,943861,238072
"1827",2015-01-01,78943,389564,624918,276075,943978,238101
"1828",2015-01-02,78953,389612,624996,276109,944095,238131
"1829",2015-01-03,78962,389661,625073,276143,944211,238160
"1830",2015-01-04,78972,389709,625150,276178,944328,238190
"1831",2015-01-05,78982,389757,625228,276212,944445,238219
"1832",2015-01-06,78992,389805,625305,276246,944562,238249
"1833",2015-01-07,79001,389853,625382,276280,944679,238278
"1834",2015-01-08,79011,389902,625460,276314,944795,238308
"1835",2015-01-09,79021,389950,625537,276348,944912,238337
"1836",2015-01-10,79031,389998,625614,276383,945029,238367
"1837",2015-01-11,79040,390046,625692,276417,945146,238396
"1838",2015-01-12,79050,390094,625769,276451,945263,238425
"1839",2015-01-13,79060,390143,625846,276485,945379,238455
"1840",2015-01-14,79070,390191,625923,276519,945496,238484
"1841",2015-01-15,79080,390239,626001,276553,945613,238514
"1842",2015-01-16,79089,390287,626078,276588,945730,238543
"1843",2015-01-17,79099,390335,626155,276622,945847,238573
"1844",2015-01-18,79109,390384,626233,276656,945963,238602
"1845",2015-01-19,79119,390432,626310,276690,946080,238632
"1846",2015-01-20,79128,390480,626387,276724,946197,238661
"1847",2015-01-21,79138,390528,626465,276758,946314,238691
"1848",2015-01-22,79148,390576,626542,276792,946431,238720
"1849",2015-01-23,79158,390625,626619,276827,946547,238750
"1850",2015-01-24,79167,390673,626697,276861,946664,238779
"1851",2015-01-25,79177,390721,626774,276895,946781,238808
"1852",2015-01-26,79187,390769,626851,276929,946898,238838
"1853",2015-01-27,79197,390817,626929,276963,947015,238867
"1854",2015-01-28,79206,390866,627006,276997,947131,238897
"1855",2015-01-29,79216,390914,627083,277032,947248,238926
"1856",2015-01-30,79226,390962,627161,277066,947365,238956
"1857",2015-01-31,79236,391010,627238,277100,947482,238985
"1858",2015-02-01,79246,391058,627315,277134,947599,239015
"1859",2015-02-02,79255,391107,627393,277168,947715,239044
"1860",2015-02-03,79265,391155,627470,277202,947832,239074
"1861",2015-02-04,79275,391203,627547,277237,947949,239103
"1862",2015-02-05,79285,391251,627625,277271,948066,239132
"1863",2015-02-06,79294,391299,627702,277305,948182,239162
"1864",2015-02-07,79304,391348,627779,277339,948299,239191
"1865",2015-02-08,79314,391396,627857,277373,948416,239221
"1866",2015-02-09,79324,391444,627934,277407,948533,239250
"1867",2015-02-10,79333,391492,628011,277442,948650,239280
"1868",2015-02-11,79343,391540,628088,277476,948766,239309
"1869",2015-02-12,79353,391589,628166,277510,948883,239339
"1870",2015-02-13,79363,391637,628243,277544,949000,239368
"1871",2015-02-14,79373,391685,628320,277578,949117,239398
"1872",2015-02-15,79382,391733,628398,277612,949234,239427
"1873",2015-02-16,79392,391781,628475,277646,949350,239457
"1874",2015-02-17,79402,391830,628552,277681,949467,239486
"1875",2015-02-18,79412,391878,628630,277715,949584,239515
"1876",2015-02-19,79421,391926,628707,277749,949701,239545
"1877",2015-02-20,79431,391974,628784,277783,949818,239574
"1878",2015-02-21,79441,392022,628862,277817,949934,239604
"1879",2015-02-22,79451,392071,628939,277851,950051,239633
"1880",2015-02-23,79460,392119,629016,277886,950168,239663
"1881",2015-02-24,79470,392167,629094,277920,950285,239692
"1882",2015-02-25,79480,392215,629171,277954,950402,239722
"1883",2015-02-26,79490,392263,629248,277988,950518,239751
"1884",2015-02-27,79499,392312,629326,278022,950635,239781
"1885",2015-02-28,79509,392360,629403,278056,950752,239810
"1886",2015-03-01,79519,392408,629480,278091,950869,239839
"1887",2015-03-02,79529,392456,629558,278125,950986,239869
"1888",2015-03-03,79539,392504,629635,278159,951102,239898
"1889",2015-03-04,79548,392553,629712,278193,951219,239928
"1890",2015-03-05,79558,392601,629790,278227,951336,239957
"1891",2015-03-06,79568,392649,629867,278261,951453,239987
"1892",2015-03-07,79578,392697,629944,278295,951570,240016
"1893",2015-03-08,79587,392745,630021,278330,951686,240046
"1894",2015-03-09,79597,392794,630099,278364,951803,240075
"1895",2015-03-10,79607,392842,630176,278398,951920,240105
"1896",2015-03-11,79617,392890,630253,278432,952037,240134
"1897",2015-03-12,79626,392938,630331,278466,952154,240163
"1898",2015-03-13,79636,392986,630408,278500,952270,240193
"1899",2015-03-14,79646,393035,630485,278535,952387,240222
"1900",2015-03-15,79656,393083,630563,278569,952504,240252
"1901",2015-03-16,79666,393131,630640,278603,952621,240281
"1902",2015-03-17,79675,393179,630717,278637,952738,240311
"1903",2015-03-18,79685,393227,630795,278671,952854,240340
"1904",2015-03-19,79695,393276,630872,278705,952971,240370
"1905",2015-03-20,79705,393324,630949,278740,953088,240399
"1906",2015-03-21,79714,393372,631027,278774,953205,240429
"1907",2015-03-22,79724,393420,631104,278808,953322,240458
"1908",2015-03-23,79734,393468,631181,278842,953438,240488
"1909",2015-03-24,79744,393517,631259,278876,953555,240517
"1910",2015-03-25,79753,393565,631336,278910,953672,240546
"1911",2015-03-26,79763,393613,631413,278945,953789,240576
"1912",2015-03-27,79773,393661,631491,278979,953906,240605
"1913",2015-03-28,79783,393709,631568,279013,954022,240635
"1914",2015-03-29,79793,393758,631645,279047,954139,240664
"1915",2015-03-30,79802,393806,631723,279081,954256,240694
"1916",2015-03-31,79812,393854,631800,279115,954373,240723
"1917",2015-04-01,79822,393902,631877,279149,954490,240753
"1918",2015-04-02,79832,393950,631954,279184,954606,240782
"1919",2015-04-03,79841,393999,632032,279218,954723,240812
"1920",2015-04-04,79851,394047,632109,279252,954840,240841
"1921",2015-04-05,79861,394095,632186,279286,954957,240870
"1922",2015-04-06,79871,394143,632264,279320,955074,240900
"1923",2015-04-07,79880,394191,632341,279354,955190,240929
"1924",2015-04-08,79890,394240,632418,279389,955307,240959
"1925",2015-04-09,79900,394288,632496,279423,955424,240988
"1926",2015-04-10,79910,394336,632573,279457,955541,241018
"1927",2015-04-11,79919,394384,632650,279491,955658,241047
"1928",2015-04-12,79929,394432,632728,279525,955774,241077
"1929",2015-04-13,79939,394481,632805,279559,955891,241106
"1930",2015-04-14,79949,394529,632882,279594,956008,241136
"1931",2015-04-15,79959,394577,632960,279628,956125,241165
"1932",2015-04-16,79968,394625,633037,279662,956242,241194
"1933",2015-04-17,79978,394673,633114,279696,956358,241224
"1934",2015-04-18,79988,394722,633192,279730,956475,241253
"1935",2015-04-19,79998,394770,633269,279764,956592,241283
"1936",2015-04-20,80007,394818,633346,279798,956709,241312
"1937",2015-04-21,80017,394866,633424,279833,956825,241342
"1938",2015-04-22,80027,394914,633501,279867,956942,241371
"1939",2015-04-23,80037,394963,633578,279901,957059,241401
"1940",2015-04-24,80046,395011,633656,279935,957176,241430
"1941",2015-04-25,80056,395059,633733,279969,957293,241460
"1942",2015-04-26,80066,395107,633810,280003,957409,241489
"1943",2015-04-27,80076,395155,633888,280038,957526,241519
"1944",2015-04-28,80086,395204,633965,280072,957643,241548
"1945",2015-04-29,80095,395252,634042,280106,957760,241577
"1946",2015-04-30,80105,395300,634119,280140,957877,241607
"1947",2015-05-01,80115,395348,634197,280174,957993,241636
"1948",2015-05-02,80125,395396,634274,280208,958110,241666
"1949",2015-05-03,80134,395445,634351,280243,958227,241695
"1950",2015-05-04,80144,395493,634429,280277,958344,241725
"1951",2015-05-05,80154,395541,634506,280311,958461,241754
"1952",2015-05-06,80164,395589,634583,280345,958577,241784
"1953",2015-05-07,80173,395637,634661,280379,958694,241813
"1954",2015-05-08,80183,395686,634738,280413,958811,241843
"1955",2015-05-09,80193,395734,634815,280447,958928,241872
"1956",2015-05-10,80203,395782,634893,280482,959045,241901
"1957",2015-05-11,80212,395830,634970,280516,959161,241931
"1958",2015-05-12,80222,395878,635047,280550,959278,241960
"1959",2015-05-13,80232,395927,635125,280584,959395,241990
"1960",2015-05-14,80242,395975,635202,280618,959512,242019
"1961",2015-05-15,80252,396023,635279,280652,959629,242049
"1962",2015-05-16,80261,396071,635357,280687,959745,242078
"1963",2015-05-17,80271,396119,635434,280721,959862,242108
"1964",2015-05-18,80281,396168,635511,280755,959979,242137
"1965",2015-05-19,80291,396216,635589,280789,960096,242167
"1966",2015-05-20,80300,396264,635666,280823,960213,242196
"1967",2015-05-21,80310,396312,635743,280857,960329,242226
"1968",2015-05-22,80320,396360,635821,280892,960446,242255
"1969",2015-05-23,80330,396409,635898,280926,960563,242284
"1970",2015-05-24,80339,396457,635975,280960,960680,242314
"1971",2015-05-25,80349,396505,636052,280994,960797,242343
"1972",2015-05-26,80359,396553,636130,281028,960913,242373
"1973",2015-05-27,80369,396601,636207,281062,961030,242402
"1974",2015-05-28,80379,396650,636284,281097,961147,242432
"1975",2015-05-29,80388,396698,636362,281131,961264,242461
"1976",2015-05-30,80398,396746,636439,281165,961381,242491
"1977",2015-05-31,80408,396794,636516,281199,961497,242520
"1978",2015-06-01,80418,396842,636594,281233,961614,242550
"1979",2015-06-02,80427,396891,636671,281267,961731,242579
"1980",2015-06-03,80437,396939,636748,281301,961848,242608
"1981",2015-06-04,80447,396987,636826,281336,961965,242638
"1982",2015-06-05,80457,397035,636903,281370,962081,242667
"1983",2015-06-06,80466,397083,636980,281404,962198,242697
"1984",2015-06-07,80476,397132,637058,281438,962315,242726
"1985",2015-06-08,80486,397180,637135,281472,962432,242756
"1986",2015-06-09,80496,397228,637212,281506,962549,242785
"1987",2015-06-10,80506,397276,637290,281541,962665,242815
"1988",2015-06-11,80515,397324,637367,281575,962782,242844
"1989",2015-06-12,80525,397373,637444,281609,962899,242874
"1990",2015-06-13,80535,397421,637522,281643,963016,242903
"1991",2015-06-14,80545,397469,637599,281677,963133,242932
"1992",2015-06-15,80554,397517,637676,281711,963249,242962
"1993",2015-06-16,80564,397565,637754,281746,963366,242991
"1994",2015-06-17,80574,397614,637831,281780,963483,243021
"1995",2015-06-18,80584,397662,637908,281814,963600,243050
"1996",2015-06-19,80593,397710,637985,281848,963717,243080
"1997",2015-06-20,80603,397758,638063,281882,963833,243109
"1998",2015-06-21,80613,397806,638140,281916,963950,243139
"1999",2015-06-22,80623,397855,638217,281950,964067,243168
"2000",2015-06-23,80632,397903,638295,281985,964184,243198
"2001",2015-06-24,80642,397951,638372,282019,964301,243227
"2002",2015-06-25,80652,397999,638449,282053,964417,243257
"2003",2015-06-26,80662,398047,638527,282087,964534,243286
"2004",2015-06-27,80672,398096,638604,282121,964651,243315
"2005",2015-06-28,80681,398144,638681,282155,964768,243345
"2006",2015-06-29,80691,398192,638759,282190,964885,243374
"2007",2015-06-30,80701,398240,638836,282224,965001,243404
"2008",2015-07-01,80711,398288,638913,282258,965118,243433
"2009",2015-07-02,80720,398337,638991,282292,965235,243463
"2010",2015-07-03,80730,398385,639068,282326,965352,243492
"2011",2015-07-04,80740,398433,639145,282360,965468,243522
"2012",2015-07-05,80750,398481,639223,282395,965585,243551
"2013",2015-07-06,80759,398529,639300,282429,965702,243581
"2014",2015-07-07,80769,398578,639377,282463,965819,243610
"2015",2015-07-08,80779,398626,639455,282497,965936,243639
"2016",2015-07-09,80789,398674,639532,282531,966052,243669
"2017",2015-07-10,80799,398722,639609,282565,966169,243698
"2018",2015-07-11,80808,398770,639687,282600,966286,243728
"2019",2015-07-12,80818,398819,639764,282634,966403,243757
"2020",2015-07-13,80828,398867,639841,282668,966520,243787
"2021",2015-07-14,80838,398915,639919,282702,966636,243816
"2022",2015-07-15,80847,398963,639996,282736,966753,243846
"2023",2015-07-16,80857,399011,640073,282770,966870,243875
"2024",2015-07-17,80867,399060,640150,282804,966987,243905
"2025",2015-07-18,80877,399108,640228,282839,967104,243934
"2026",2015-07-19,80886,399156,640305,282873,967220,243964
"2027",2015-07-20,80896,399204,640382,282907,967337,243993
"2028",2015-07-21,80906,399252,640460,282941,967454,244022
"2029",2015-07-22,80916,399301,640537,282975,967571,244052
"2030",2015-07-23,80925,399349,640614,283009,967688,244081
"2031",2015-07-24,80935,399397,640692,283044,967804,244111
"2032",2015-07-25,80945,399445,640769,283078,967921,244140
"2033",2015-07-26,80955,399493,640846,283112,968038,244170
"2034",2015-07-27,80965,399542,640924,283146,968155,244199
"2035",2015-07-28,80974,399590,641001,283180,968272,244229
"2036",2015-07-29,80984,399638,641078,283214,968388,244258
"2037",2015-07-30,80994,399686,641156,283249,968505,244288
"2038",2015-07-31,81004,399734,641233,283283,968622,244317
"2039",2015-08-01,81013,399783,641310,283317,968739,244346
"2040",2015-08-02,81023,399831,641388,283351,968856,244376
"2041",2015-08-03,81033,399879,641465,283385,968972,244405
"2042",2015-08-04,81043,399927,641542,283419,969089,244435
"2043",2015-08-05,81052,399975,641620,283453,969206,244464
"2044",2015-08-06,81062,400024,641697,283488,969323,244494
"2045",2015-08-07,81072,400072,641774,283522,969440,244523
"2046",2015-08-08,81082,400120,641852,283556,969556,244553
"2047",2015-08-09,81092,400168,641929,283590,969673,244582
"2048",2015-08-10,81101,400216,642006,283624,969790,244612
"2049",2015-08-11,81111,400265,642083,283658,969907,244641
"2050",2015-08-12,81121,400313,642161,283693,970024,244670
"2051",2015-08-13,81131,400361,642238,283727,970140,244700
"2052",2015-08-14,81140,400409,642315,283761,970257,244729
"2053",2015-08-15,81150,400457,642393,283795,970374,244759
"2054",2015-08-16,81160,400506,642470,283829,970491,244788
"2055",2015-08-17,81170,400554,642547,283863,970608,244818
"2056",2015-08-18,81179,400602,642625,283898,970724,244847
"2057",2015-08-19,81189,400650,642702,283932,970841,244877
"2058",2015-08-20,81199,400698,642779,283966,970958,244906
"2059",2015-08-21,81209,400747,642857,284000,971075,244936
"2060",2015-08-22,81219,400795,642934,284034,971192,244965
"2061",2015-08-23,81228,400843,643011,284068,971308,244995
"2062",2015-08-24,81238,400891,643089,284103,971425,245024
"2063",2015-08-25,81248,400939,643166,284137,971542,245053
"2064",2015-08-26,81258,400988,643243,284171,971659,245083
"2065",2015-08-27,81267,401036,643321,284205,971776,245112
"2066",2015-08-28,81277,401084,643398,284239,971892,245142
"2067",2015-08-29,81287,401132,643475,284273,972009,245171
"2068",2015-08-30,81297,401180,643553,284307,972126,245201
"2069",2015-08-31,81306,401229,643630,284342,972243,245230
"2070",2015-09-01,81316,401277,643707,284376,972360,245260
"2071",2015-09-02,81326,401325,643785,284410,972476,245289
"2072",2015-09-03,81336,401373,643862,284444,972593,245319
"2073",2015-09-04,81345,401421,643939,284478,972710,245348
"2074",2015-09-05,81355,401470,644016,284512,972827,245377
"2075",2015-09-06,81365,401518,644094,284547,972944,245407
"2076",2015-09-07,81375,401566,644171,284581,973060,245436
"2077",2015-09-08,81385,401614,644248,284615,973177,245466
"2078",2015-09-09,81394,401662,644326,284649,973294,245495
"2079",2015-09-10,81404,401711,644403,284683,973411,245525
"2080",2015-09-11,81414,401759,644480,284717,973528,245554
"2081",2015-09-12,81424,401807,644558,284752,973644,245584
"2082",2015-09-13,81433,401855,644635,284786,973761,245613
"2083",2015-09-14,81443,401903,644712,284820,973878,245643
"2084",2015-09-15,81453,401952,644790,284854,973995,245672
"2085",2015-09-16,81463,402000,644867,284888,974111,245702
"2086",2015-09-17,81472,402048,644944,284922,974228,245731
"2087",2015-09-18,81482,402096,645022,284956,974345,245760
"2088",2015-09-19,81492,402144,645099,284991,974462,245790
"2089",2015-09-20,81502,402193,645176,285025,974579,245819
"2090",2015-09-21,81512,402241,645254,285059,974695,245849
"2091",2015-09-22,81521,402289,645331,285093,974812,245878
"2092",2015-09-23,81531,402337,645408,285127,974929,245908
"2093",2015-09-24,81541,402385,645486,285161,975046,245937
"2094",2015-09-25,81551,402434,645563,285196,975163,245967
"2095",2015-09-26,81560,402482,645640,285230,975279,245996
"2096",2015-09-27,81570,402530,645718,285264,975396,246026
"2097",2015-09-28,81580,402578,645795,285298,975513,246055
"2098",2015-09-29,81590,402626,645872,285332,975630,246084
"2099",2015-09-30,81599,402675,645950,285366,975747,246114
"2100",2015-10-01,81609,402723,646027,285401,975863,246143
"2101",2015-10-02,81619,402771,646104,285435,975980,246173
"2102",2015-10-03,81629,402819,646181,285469,976097,246202
"2103",2015-10-04,81638,402867,646259,285503,976214,246232
"2104",2015-10-05,81648,402916,646336,285537,976331,246261
"2105",2015-10-06,81658,402964,646413,285571,976447,246291
"2106",2015-10-07,81668,403012,646491,285605,976564,246320
"2107",2015-10-08,81678,403060,646568,285640,976681,246350
"2108",2015-10-09,81687,403108,646645,285674,976798,246379
"2109",2015-10-10,81697,403157,646723,285708,976915,246408
"2110",2015-10-11,81707,403205,646800,285742,977031,246438
"2111",2015-10-12,81717,403253,646877,285776,977148,246467
"2112",2015-10-13,81726,403301,646955,285810,977265,246497
"2113",2015-10-14,81736,403349,647032,285845,977382,246526
"2114",2015-10-15,81746,403398,647109,285879,977499,246556
"2115",2015-10-16,81756,403446,647187,285913,977615,246585
"2116",2015-10-17,81765,403494,647264,285947,977732,246615
"2117",2015-10-18,81775,403542,647341,285981,977849,246644
"2118",2015-10-19,81785,403590,647419,286015,977966,246674
"2119",2015-10-20,81795,403639,647496,286050,978083,246703
"2120",2015-10-21,81805,403687,647573,286084,978199,246733
"2121",2015-10-22,81814,403735,647651,286118,978316,246762
"2122",2015-10-23,81824,403783,647728,286152,978433,246791
"2123",2015-10-24,81834,403831,647805,286186,978550,246821
"2124",2015-10-25,81844,403880,647883,286220,978667,246850
"2125",2015-10-26,81853,403928,647960,286255,978783,246880
"2126",2015-10-27,81863,403976,648037,286289,978900,246909
"2127",2015-10-28,81873,404024,648114,286323,979017,246939
"2128",2015-10-29,81883,404072,648192,286357,979134,246968
"2129",2015-10-30,81892,404121,648269,286391,979251,246998
"2130",2015-10-31,81902,404169,648346,286425,979367,247027
"2131",2015-11-01,81912,404217,648424,286459,979484,247057
"2132",2015-11-02,81922,404265,648501,286494,979601,247086
"2133",2015-11-03,81932,404313,648578,286528,979718,247115
"2134",2015-11-04,81941,404362,648656,286562,979835,247145
"2135",2015-11-05,81951,404410,648733,286596,979951,247174
"2136",2015-11-06,81961,404458,648810,286630,980068,247204
"2137",2015-11-07,81971,404506,648888,286664,980185,247233
"2138",2015-11-08,81980,404554,648965,286699,980302,247263
"2139",2015-11-09,81990,404603,649042,286733,980419,247292
"2140",2015-11-10,82000,404651,649120,286767,980535,247322
"2141",2015-11-11,82010,404699,649197,286801,980652,247351
"2142",2015-11-12,82019,404747,649274,286835,980769,247381
"2143",2015-11-13,82029,404795,649352,286869,980886,247410
"2144",2015-11-14,82039,404844,649429,286904,981003,247439
