"","day","v1","v2","v3","v4","v5","v6"
"859",2012-05-08,70237,346601,555999,245628,839871,211842
"860",2012-05-09,70245,346643,556067,245658,839973,211868
"861",2012-05-10,70254,346685,556134,245688,840075,211894
"862",2012-05-11,70262,346727,556202,245717,840177,211919
"863",2012-05-12,70271,346769,556269,245747,840279,211945
"864",2012-05-13,70279,346812,556337,245777,840381,211971
"865",2012-05-14,70288,346854,556404,245807,840483,211996
"866",2012-05-15,70296,346896,556472,245837,840585,212022
"867",2012-05-16,70305,346938,556539,245867,840687,212048
"868",2012-05-17,70314,346980,556607,245896,840789,212074
"869",2012-05-18,70322,347022,556674,245926,840891,212099
"870",2012-05-19,70331,347064,556742,245956,840993,212125
"871",2012-05-20,70339,347106,556810,245986,841095,212151
"872",2012-05-21,70348,347148,556877,246016,841197,212177
"873",2012-05-22,70356,347190,556945,246046,841299,212202
"874",2012-05-23,70365,347233,557012,246075,841401,212228
"875",2012-05-24,70373,347275,557080,246105,841503,212254
"876",2012-05-25,70382,347317,557147,246135,841605,212280
"877",2012-05-26,70390,347359,557215,246165,841707,212305
"878",2012-05-27,70399,347401,557282,246195,841809,212331
"879",2012-05-28,70407,347443,557350,246225,841911,212357
"880",2012-05-29,70416,347485,557417,246254,842013,212382
"881",2012-05-30,70424,347527,557485,246284,842115,212408
"882",2012-05-31,70433,347569,557552,246314,842217,212434
"883",2012-06-01,70442,347611,557620,246344,842320,212460
"884",2012-06-02,70450,347654,557687,246374,842422,212485
"885",2012-06-03,70459,347696,557755,246404,842524,212511
"886",2012-06-04,70467,347738,557823,246433,842626,212537
"887",2012-06-05,70476,347780,557890,246463,842728,212563
"888",2012-06-06,70484,347822,557958,246493,842830,212588
"889",2012-06-07,70493,347864,558025,246523,842932,212614
"890",2012-06-08,70501,347906,558093,246553,843034,212640
"891",2012-06-09,70510,347948,558160,246583,843136,212665
"892",2012-06-10,70518,347990,558228,246612,843238,212691
"893",2012-06-11,70527,348032,558295,246642,843340,212717
"894",2012-06-12,70535,348075,558363,246672,843442,212743
"895",2012-06-13,70544,348117,558430,246702,843544,212768
"896",2012-06-14,70552,348159,558498,246732,843646,212794
"897",2012-06-15,70561,348201,558565,246762,843748,212820
"898",2012-06-16,70570,348243,558633,246791,843850,212846
"899",2012-06-17,70578,348285,558701,246821,843952,212871
"900",2012-06-18,70587,348327,558768,246851,844054,212897
"901",2012-06-19,70595,348369,558836,246881,844156,212923
"902",2012-06-20,70604,348411,558903,246911,844258,212948
"903",2012-06-21,70612,348453,558971,246941,844360,212974
"904",2012-06-22,70621,348496,559038,246970,844462,213000
"905",2012-06-23,70629,348538,559106,247000,844564,213026
"906",2012-06-24,70638,348580,559173,247030,844666,213051
"907",2012-06-25,70646,348622,559241,247060,844768,213077
"908",2012-06-26,70655,348664,559308,247090,844870,213103
"909",2012-06-27,70663,348706,559376,247120,844972,213129
"910",2012-06-28,70672,348748,559443,247149,845074,213154
"911",2012-06-29,70680,348790,559511,247179,845176,213180
"912",2012-06-30,70689,348832,559578,247209,845278,213206
"913",2012-07-01,70698,348874,559646,247239,845380,213232
"914",2012-07-02,70706,348917,559714,247269,845482,213257
"915",2012-07-03,70715,348959,559781,247299,845584,213283
"916",2012-07-04,70723,349001,559849,247329,845686,213309
"917",2012-07-05,70732,349043,559916,247358,845788,213334
"918",2012-07-06,70740,349085,559984,247388,845890,213360
"919",2012-07-07,70749,349127,560051,247418,845992,213386
"920",2012-07-08,70757,349169,560119,247448,846094,213412
"921",2012-07-09,70766,349211,560186,247478,846196,213437
"922",2012-07-10,70774,349253,560254,247508,846298,213463
"923",2012-07-11,70783,349296,560321,247537,846400,213489
"924",2012-07-12,70791,349338,560389,247567,846502,213515
"925",2012-07-13,70800,349380,560456,247597,846604,213540
"926",2012-07-14,70808,349422,560524,247627,846706,213566
"927",2012-07-15,70817,349464,560591,247657,846808,213592
"928",2012-07-16,70825,349506,560659,247687,846910,213617
"929",2012-07-17,70834,349548,560727,247716,847012,213643
"930",2012-07-18,70843,349590,560794,247746,847114,213669
"931",2012-07-19,70851,349632,560862,247776,847216,213695
"932",2012-07-20,70860,349674,560929,247806,847318,213720
"933",2012-07-21,70868,349717,560997,247836,847420,213746
"934",2012-07-22,70877,349759,561064,247866,847522,213772
"935",2012-07-23,70885,349801,561132,247895,847624,213798
"936",2012-07-24,70894,349843,561199,247925,847726,213823
"937",2012-07-25,70902,349885,561267,247955,847828,213849
"938",2012-07-26,70911,349927,561334,247985,847930,213875
"939",2012-07-27,70919,349969,561402,248015,848032,213900
"940",2012-07-28,70928,350011,561469,248045,848134,213926
"941",2012-07-29,70936,350053,561537,248074,848236,213952
"942",2012-07-30,70945,350095,561605,248104,848338,213978
"943",2012-07-31,70953,350138,561672,248134,848440,214003
"944",2012-08-01,70962,350180,561740,248164,848543,214029
"945",2012-08-02,70971,350222,561807,248194,848645,214055
"946",2012-08-03,70979,350264,561875,248224,848747,214081
"947",2012-08-04,70988,350306,561942,248253,848849,214106
"948",2012-08-05,70996,350348,562010,248283,848951,214132
"949",2012-08-06,71005,350390,562077,248313,849053,214158
"950",2012-08-07,71013,350432,562145,248343,849155,214183
"951",2012-08-08,71022,350474,562212,248373,849257,214209
"952",2012-08-09,71030,350516,562280,248403,849359,214235
"953",2012-08-10,71039,350559,562347,248432,849461,214261
"954",2012-08-11,71047,350601,562415,248462,849563,214286
"955",2012-08-12,71056,350643,562482,248492,849665,214312
"956",2012-08-13,71064,350685,562550,248522,849767,214338
"957",2012-08-14,71073,350727,562618,248552,849869,214364
"958",2012-08-15,71081,350769,562685,248582,849971,214389
"959",2012-08-16,71090,350811,562753,248611,850073,214415
"960",2012-08-17,71099,350853,562820,248641,850175,214441
"961",2012-08-18,71107,350895,562888,248671,850277,214467
"962",2012-08-19,71116,350937,562955,248701,850379,214492
"963",2012-08-20,71124,350980,563023,248731,850481,214518
"964",2012-08-21,71133,351022,563090,248761,850583,214544
"965",2012-08-22,71141,351064,563158,248790,850685,214569
"966",2012-08-23,71150,351106,563225,248820,850787,214595
"967",2012-08-24,71158,351148,563293,248850,850889,214621
"968",2012-08-25,71167,351190,563360,248880,850991,214647
"969",2012-08-26,71175,351232,563428,248910,851093,214672
"970",2012-08-27,71184,351274,563496,248940,851195,214698
"971",2012-08-28,71192,351316,563563,248969,851297,214724
"972",2012-08-29,71201,351358,563631,248999,851399,214750
"973",2012-08-30,71209,351401,563698,249029,851501,214775
"974",2012-08-31,71218,351443,563766,249059,851603,214801
"975",2012-09-01,71227,351485,563833,249089,851705,214827
"976",2012-09-02,71235,351527,563901,249119,851807,214852
"977",2012-09-03,71244,351569,563968,249149,851909,214878
"978",2012-09-04,71252,351611,564036,249178,852011,214904
"979",2012-09-05,71261,351653,564103,249208,852113,214930
"980",2012-09-06,71269,351695,564171,249238,852215,214955
"981",2012-09-07,71278,351737,564238,249268,852317,214981
"982",2012-09-08,71286,351779,564306,249298,852419,215007
"983",2012-09-09,71295,351822,564373,249328,852521,215033
"984",2012-09-10,71303,351864,564441,249357,852623,215058
"985",2012-09-11,71312,351906,564509,249387,852725,215084
"986",2012-09-12,71320,351948,564576,249417,852827,215110
"987",2012-09-13,71329,351990,564644,249447,852929,215135
"988",2012-09-14,71337,352032,564711,249477,853031,215161
"989",2012-09-15,71346,352074,564779,249507,853133,215187
"990",2012-09-16,71355,352116,564846,249536,853235,215213
"991",2012-09-17,71363,352158,564914,249566,853337,215238
"992",2012-09-18,71372,352200,564981,249596,853439,215264
"993",2012-09-19,71380,352243,565049,249626,853541,215290
"994",2012-09-20,71389,352285,565116,249656,853643,215316
"995",2012-09-21,71397,352327,565184,249686,853745,215341
"996",2012-09-22,71406,352369,565251,249715,853847,215367
"997",2012-09-23,71414,352411,565319,249745,853949,215393
"998",2012-09-24,71423,352453,565387,249775,854051,215419
"999",2012-09-25,71431,352495,565454,249805,854153,215444
"1000",2012-09-26,71440,352537,565522,249835,854255,215470
"1001",2012-09-27,71448,352579,565589,249865,854357,215496
"1002",2012-09-28,71457,352621,565657,249894,854459,215521
"1003",2012-09-29,71465,352664,565724,249924,854561,215547
"1004",2012-09-30,71474,352706,565792,249954,854663,215573
"1005",2012-10-01,71483,352748,565859,249984,854766,215599
"1006",2012-10-02,71491,352790,565927,250014,854868,215624
"1007",2012-10-03,71500,352832,565994,250044,854970,215650
"1008",2012-10-04,71508,352874,566062,250073,855072,215676
"1009",2012-10-05,71517,352916,566129,250103,855174,215702
"1010",2012-10-06,71525,352958,566197,250133,855276,215727
"1011",2012-10-07,71534,353000,566264,250163,855378,215753
"1012",2012-10-08,71542,353043,566332,250193,855480,215779
"1013",2012-10-09,71551,353085,566400,250223,855582,215804
"1014",2012-10-10,71559,353127,566467,250252,855684,215830
"1015",2012-10-11,71568,353169,566535,250282,855786,215856
"1016",2012-10-12,71576,353211,566602,250312,855888,215882
"1017",2012-10-13,71585,353253,566670,250342,855990,215907
"1018",2012-10-14,71593,353295,566737,250372,856092,215933
"1019",2012-10-15,71602,353337,566805,250402,856194,215959
"1020",2012-10-16,71611,353379,566872,250431,856296,215985
"1021",2012-10-17,71619,353421,566940,250461,856398,216010
"1022",2012-10-18,71628,353464,567007,250491,856500,216036
"1023",2012-10-19,71636,353506,567075,250521,856602,216062
"1024",2012-10-20,71645,353548,567142,250551,856704,216087
"1025",2012-10-21,71653,353590,567210,250581,856806,216113
"1026",2012-10-22,71662,353632,567278,250610,856908,216139
"1027",2012-10-23,71670,353674,567345,250640,857010,216165
"1028",2012-10-24,71679,353716,567413,250670,857112,216190
"1029",2012-10-25,71687,353758,567480,250700,857214,216216
"1030",2012-10-26,71696,353800,567548,250730,857316,216242
"1031",2012-10-27,71704,353842,567615,250760,857418,216268
"1032",2012-10-28,71713,353885,567683,250789,857520,216293
"1033",2012-10-29,71721,353927,567750,250819,857622,216319
"1034",2012-10-30,71730,353969,567818,250849,857724,216345
"1035",2012-10-31,71738,354011,567885,250879,857826,216370
"1036",2012-11-01,71747,354053,567953,250909,857928,216396
"1037",2012-11-02,71756,354095,568020,250939,858030,216422
"1038",2012-11-03,71764,354137,568088,250969,858132,216448
"1039",2012-11-04,71773,354179,568155,250998,858234,216473
"1040",2012-11-05,71781,354221,568223,251028,858336,216499
"1041",2012-11-06,71790,354263,568291,251058,858438,216525
"1042",2012-11-07,71798,354306,568358,251088,858540,216551
"1043",2012-11-08,71807,354348,568426,251118,858642,216576
"1044",2012-11-09,71815,354390,568493,251148,858744,216602
"1045",2012-11-10,71824,354432,568561,251177,858846,216628
"1046",2012-11-11,71832,354474,568628,251207,858948,216654
"1047",2012-11-12,71841,354516,568696,251237,859050,216679
"1048",2012-11-13,71849,354558,568763,251267,859152,216705
"1049",2012-11-14,71858,354600,568831,251297,859254,216731
"1050",2012-11-15,71866,354642,568898,251327,859356,216756
"1051",2012-11-16,71875,354684,568966,251356,859458,216782
"1052",2012-11-17,71884,354727,569033,251386,859560,216808
"1053",2012-11-18,71892,354769,569101,251416,859662,216834
"1054",2012-11-19,71901,354811,569169,251446,859764,216859
"1055",2012-11-20,71909,354853,569236,251476,859866,216885
"1056",2012-11-21,71918,354895,569304,251506,859968,216911
"1057",2012-11-22,71926,354937,569371,251535,860070,216937
"1058",2012-11-23,71935,354979,569439,251565,860172,216962
"1059",2012-11-24,71943,355021,569506,251595,860274,216988
"1060",2012-11-25,71952,355063,569574,251625,860376,217014
"1061",2012-11-26,71960,355105,569641,251655,860478,217039
"1062",2012-11-27,71969,355148,569709,251685,860580,217065
"1063",2012-11-28,71977,355190,569776,251714,860682,217091
"1064",2012-11-29,71986,355232,569844,251744,860784,217117
"1065",2012-11-30,71994,355274,569911,251774,860886,217142
"1066",2012-12-01,72003,355316,569979,251804,860989,217168
"1067",2012-12-02,72012,355358,570046,251834,861091,217194
"1068",2012-12-03,72020,355400,570114,251864,861193,217220
"1069",2012-12-04,72029,355442,570182,251893,861295,217245
"1070",2012-12-05,72037,355484,570249,251923,861397,217271
"1071",2012-12-06,72046,355526,570317,251953,861499,217297
"1072",2012-12-07,72054,355569,570384,251983,861601,217322
"1073",2012-12-08,72063,355611,570452,252013,861703,217348
"1074",2012-12-09,72071,355653,570519,252043,861805,217374
"1075",2012-12-10,72080,355695,570587,252072,861907,217400
"1076",2012-12-11,72088,355737,570654,252102,862009,217425
"1077",2012-12-12,72097,355779,570722,252132,862111,217451
"1078",2012-12-13,72105,355821,570789,252162,862213,217477
"1079",2012-12-14,72114,355863,570857,252192,862315,217503
"1080",2012-12-15,72122,355905,570924,252222,862417,217528
"1081",2012-12-16,72131,355947,570992,252251,862519,217554
"1082",2012-12-17,72140,355990,571060,252281,862621,217580
"1083",2012-12-18,72148,356032,571127,252311,862723,217606
"1084",2012-12-19,72157,356074,571195,252341,862825,217631
"1085",2012-12-20,72165,356116,571262,252371,862927,217657
"1086",2012-12-21,72174,356158,571330,252401,863029,217683
"1087",2012-12-22,72182,356200,571397,252430,863131,217708
"1088",2012-12-23,72191,356242,571465,252460,863233,217734
"1089",2012-12-24,72199,356284,571532,252490,863335,217760
"1090",2012-12-25,72208,356326,571600,252520,863437,217786
"1091",2012-12-26,72216,356368,571667,252550,863539,217811
"1092",2012-12-27,72225,356411,571735,252580,863641,217837
"1093",2012-12-28,72233,356453,571802,252609,863743,217863
"1094",2012-12-29,72242,356495,571870,252639,863845,217889
"1095",2012-12-30,72250,356537,571937,252669,863947,217914
"1096",2012-12-31,72259,356579,572005,252699,864049,217940
"1097",2013-01-01,72268,356623,572076,252730,864156,217967
"1098",2013-01-02,72277,356667,572147,252762,864263,217994
"1099",2013-01-03,72286,356711,572217,252793,864370,218021
"1100",2013-01-04,72295,356755,572288,252824,864477,218048
"1101",2013-01-05,72304,356800,572359,252855,864584,218075
"1102",2013-01-06,72313,356844,572430,252887,864691,218102
"1103",2013-01-07,72322,356888,572500,252918,864797,218129
"1104",2013-01-08,72331,356932,572571,252949,864904,218156
"1105",2013-01-09,72339,356976,572642,252980,865011,218183
"1106",2013-01-10,72348,357020,572713,253012,865118,218210
"1107",2013-01-11,72357,357064,572784,253043,865225,218237
"1108",2013-01-12,72366,357108,572854,253074,865332,218264
"1109",2013-01-13,72375,357153,572925,253105,865439,218291
"1110",2013-01-14,72384,357197,572996,253137,865546,218318
"1111",2013-01-15,72393,357241,573067,253168,865653,218345
"1112",2013-01-16,72402,357285,573137,253199,865760,218372
"1113",2013-01-17,72411,357329,573208,253231,865867,218398
"1114",2013-01-18,72420,357373,573279,253262,865974,218425
"1115",2013-01-19,72429,357417,573350,253293,866080,218452
"1116",2013-01-20,72438,357461,573421,253324,866187,218479
"1117",2013-01-21,72447,357506,573491,253356,866294,218506
"1118",2013-01-22,72456,357550,573562,253387,866401,218533
"1119",2013-01-23,72465,357594,573633,253418,866508,218560
"1120",2013-01-24,72474,357638,573704,253449,866615,218587
"1121",2013-01-25,72482,357682,573775,253481,866722,218614
"1122",2013-01-26,72491,357726,573845,253512,866829,218641
"1123",2013-01-27,72500,357770,573916,253543,866936,218668
"1124",2013-01-28,72509,357814,573987,253575,867043,218695
"1125",2013-01-29,72518,357859,574058,253606,867150,218722
"1126",2013-01-30,72527,357903,574128,253637,867257,218749
"1127",2013-01-31,72536,357947,574199,253668,867363,218776
"1128",2013-02-01,72545,357991,574270,253700,867470,218803
"1129",2013-02-02,72554,358035,574341,253731,867577,218830
"1130",2013-02-03,72563,358079,574412,253762,867684,218857
"1131",2013-02-04,72572,358123,574482,253793,867791,218884
"1132",2013-02-05,72581,358167,574553,253825,867898,218911
"1133",2013-02-06,72590,358212,574624,253856,868005,218938
"1134",2013-02-07,72599,358256,574695,253887,868112,218965
"1135",2013-02-08,72608,358300,574765,253918,868219,218992
"1136",2013-02-09,72617,358344,574836,253950,868326,219019
"1137",2013-02-10,72626,358388,574907,253981,868433,219046
"1138",2013-02-11,72634,358432,574978,254012,868540,219073
"1139",2013-02-12,72643,358476,575049,254044,868646,219100
"1140",2013-02-13,72652,358520,575119,254075,868753,219127
"1141",2013-02-14,72661,358565,575190,254106,868860,219154
"1142",2013-02-15,72670,358609,575261,254137,868967,219181
"1143",2013-02-16,72679,358653,575332,254169,869074,219208
"1144",2013-02-17,72688,358697,575402,254200,869181,219235
"1145",2013-02-18,72697,358741,575473,254231,869288,219262
"1146",2013-02-19,72706,358785,575544,254262,869395,219288
"1147",2013-02-20,72715,358829,575615,254294,869502,219315
"1148",2013-02-21,72724,358873,575686,254325,869609,219342
"1149",2013-02-22,72733,358918,575756,254356,869716,219369
"1150",2013-02-23,72742,358962,575827,254387,869823,219396
"1151",2013-02-24,72751,359006,575898,254419,869929,219423
"1152",2013-02-25,72760,359050,575969,254450,870036,219450
"1153",2013-02-26,72769,359094,576040,254481,870143,219477
"1154",2013-02-27,72778,359138,576110,254513,870250,219504
"1155",2013-02-28,72786,359182,576181,254544,870357,219531
"1156",2013-03-01,72795,359226,576252,254575,870464,219558
"1157",2013-03-02,72804,359271,576323,254606,870571,219585
"1158",2013-03-03,72813,359315,576393,254638,870678,219612
"1159",2013-03-04,72822,359359,576464,254669,870785,219639
"1160",2013-03-05,72831,359403,576535,254700,870892,219666
"1161",2013-03-06,72840,359447,576606,254731,870999,219693
"1162",2013-03-07,72849,359491,576677,254763,871106,219720
"1163",2013-03-08,72858,359535,576747,254794,871212,219747
"1164",2013-03-09,72867,359579,576818,254825,871319,219774
"1165",2013-03-10,72876,359624,576889,254857,871426,219801
"1166",2013-03-11,72885,359668,576960,254888,871533,219828
"1167",2013-03-12,72894,359712,577030,254919,871640,219855
"1168",2013-03-13,72903,359756,577101,254950,871747,219882
"1169",2013-03-14,72912,359800,577172,254982,871854,219909
"1170",2013-03-15,72921,359844,577243,255013,871961,219936
"1171",2013-03-16,72929,359888,577314,255044,872068,219963
"1172",2013-03-17,72938,359932,577384,255075,872175,219990
"1173",2013-03-18,72947,359976,577455,255107,872282,220017
"1174",2013-03-19,72956,360021,577526,255138,872389,220044
"1175",2013-03-20,72965,360065,577597,255169,872496,220071
"1176",2013-03-21,72974,360109,577667,255200,872602,220098
"1177",2013-03-22,72983,360153,577738,255232,872709,220125
"1178",2013-03-23,72992,360197,577809,255263,872816,220152
"1179",2013-03-24,73001,360241,577880,255294,872923,220178
"1180",2013-03-25,73010,360285,577951,255326,873030,220205
"1181",2013-03-26,73019,360329,578021,255357,873137,220232
"1182",2013-03-27,73028,360374,578092,255388,873244,220259
"1183",2013-03-28,73037,360418,578163,255419,873351,220286
"1184",2013-03-29,73046,360462,578234,255451,873458,220313
"1185",2013-03-30,73055,360506,578304,255482,873565,220340
"1186",2013-03-31,73064,360550,578375,255513,873672,220367
"1187",2013-04-01,73073,360594,578446,255544,873779,220394
"1188",2013-04-02,73081,360638,578517,255576,873885,220421
"1189",2013-04-03,73090,360682,578588,255607,873992,220448
"1190",2013-04-04,73099,360727,578658,255638,874099,220475
"1191",2013-04-05,73108,360771,578729,255670,874206,220502
"1192",2013-04-06,73117,360815,578800,255701,874313,220529
"1193",2013-04-07,73126,360859,578871,255732,874420,220556
"1194",2013-04-08,73135,360903,578942,255763,874527,220583
"1195",2013-04-09,73144,360947,579012,255795,874634,220610
"1196",2013-04-10,73153,360991,579083,255826,874741,220637
"1197",2013-04-11,73162,361035,579154,255857,874848,220664
"1198",2013-04-12,73171,361080,579225,255888,874955,220691
"1199",2013-04-13,73180,361124,579295,255920,875062,220718
"1200",2013-04-14,73189,361168,579366,255951,875168,220745
"1201",2013-04-15,73198,361212,579437,255982,875275,220772
"1202",2013-04-16,73207,361256,579508,256013,875382,220799
"1203",2013-04-17,73216,361300,579579,256045,875489,220826
"1204",2013-04-18,73224,361344,579649,256076,875596,220853
"1205",2013-04-19,73233,361388,579720,256107,875703,220880
"1206",2013-04-20,73242,361433,579791,256139,875810,220907
"1207",2013-04-21,73251,361477,579862,256170,875917,220934
"1208",2013-04-22,73260,361521,579932,256201,876024,220961
"1209",2013-04-23,73269,361565,580003,256232,876131,220988
"1210",2013-04-24,73278,361609,580074,256264,876238,221015
"1211",2013-04-25,73287,361653,580145,256295,876345,221042
"1212",2013-04-26,73296,361697,580216,256326,876451,221069
"1213",2013-04-27,73305,361741,580286,256357,876558,221095
"1214",2013-04-28,73314,361786,580357,256389,876665,221122
"1215",2013-04-29,73323,361830,580428,256420,876772,221149
"1216",2013-04-30,73332,361874,580499,256451,876879,221176
"1217",2013-05-01,73341,361918,580569,256482,876986,221203
"1218",2013-05-02,73350,361962,580640,256514,877093,221230
"1219",2013-05-03,73359,362006,580711,256545,877200,221257
"1220",2013-05-04,73368,362050,580782,256576,877307,221284
"1221",2013-05-05,73376,362094,580853,256608,877414,221311
"1222",2013-05-06,73385,362139,580923,256639,877521,221338
"1223",2013-05-07,73394,362183,580994,256670,877628,221365
"1224",2013-05-08,73403,362227,581065,256701,877734,221392
"1225",2013-05-09,73412,362271,581136,256733,877841,221419
"1226",2013-05-10,73421,362315,581207,256764,877948,221446
"1227",2013-05-11,73430,362359,581277,256795,878055,221473
"1228",2013-05-12,73439,362403,581348,256826,878162,221500
"1229",2013-05-13,73448,362447,581419,256858,878269,221527
"1230",2013-05-14,73457,362492,581490,256889,878376,221554
"1231",2013-05-15,73466,362536,581560,256920,878483,221581
"1232",2013-05-16,73475,362580,581631,256952,878590,221608
"1233",2013-05-17,73484,362624,581702,256983,878697,221635
"1234",2013-05-18,73493,362668,581773,257014,878804,221662
"1235",2013-05-19,73502,362712,581844,257045,878911,221689
"1236",2013-05-20,73511,362756,581914,257077,879017,221716
"1237",2013-05-21,73520,362800,581985,257108,879124,221743
"1238",2013-05-22,73528,362845,582056,257139,879231,221770
"1239",2013-05-23,73537,362889,582127,257170,879338,221797
"1240",2013-05-24,73546,362933,582197,257202,879445,221824
"1241",2013-05-25,73555,362977,582268,257233,879552,221851
"1242",2013-05-26,73564,363021,582339,257264,879659,221878
"1243",2013-05-27,73573,363065,582410,257295,879766,221905
"1244",2013-05-28,73582,363109,582481,257327,879873,221932
"1245",2013-05-29,73591,363153,582551,257358,879980,221959
"1246",2013-05-30,73600,363197,582622,257389,880087,221985
"1247",2013-05-31,73609,363242,582693,257421,880194,222012
"1248",2013-06-01,73618,363286,582764,257452,880301,222039
"1249",2013-06-02,73627,363330,582834,257483,880407,222066
"1250",2013-06-03,73636,363374,582905,257514,880514,222093
"1251",2013-06-04,73645,363418,582976,257546,880621,222120
"1252",2013-06-05,73654,363462,583047,257577,880728,222147
"1253",2013-06-06,73663,363506,583118,257608,880835,222174
"1254",2013-06-07,73671,363550,583188,257639,880942,222201
"1255",2013-06-08,73680,363595,583259,257671,881049,222228
"1256",2013-06-09,73689,363639,583330,257702,881156,222255
"1257",2013-06-10,73698,363683,583401,257733,881263,222282
"1258",2013-06-11,73707,363727,583471,257764,881370,222309
"1259",2013-06-12,73716,363771,583542,257796,881477,222336
"1260",2013-06-13,73725,363815,583613,257827,881584,222363
"1261",2013-06-14,73734,363859,583684,257858,881690,222390
"1262",2013-06-15,73743,363903,583755,257890,881797,222417
"1263",2013-06-16,73752,363948,583825,257921,881904,222444
"1264",2013-06-17,73761,363992,583896,257952,882011,222471
"1265",2013-06-18,73770,364036,583967,257983,882118,222498
"1266",2013-06-19,73779,364080,584038,258015,882225,222525
"1267",2013-06-20,73788,364124,584109,258046,882332,222552
"1268",2013-06-21,73797,364168,584179,258077,882439,222579
"1269",2013-06-22,73806,364212,584250,258108,882546,222606
"1270",2013-06-23,73815,364256,584321,258140,882653,222633
"1271",2013-06-24,73823,364301,584392,258171,882760,222660
"1272",2013-06-25,73832,364345,584462,258202,882867,222687
"1273",2013-06-26,73841,364389,584533,258234,882973,222714
"1274",2013-06-27,73850,364433,584604,258265,883080,222741
"1275",2013-06-28,73859,364477,584675,258296,883187,222768
"1276",2013-06-29,73868,364521,584746,258327,883294,222795
"1277",2013-06-30,73877,364565,584816,258359,883401,222822
"1278",2013-07-01,73886,364609,584887,258390,883508,222849
"1279",2013-07-02,73895,364654,584958,258421,883615,222875
"1280",2013-07-03,73904,364698,585029,258452,883722,222902
"1281",2013-07-04,73913,364742,585099,258484,883829,222929
"1282",2013-07-05,73922,364786,585170,258515,883936,222956
"1283",2013-07-06,73931,364830,585241,258546,884043,222983
"1284",2013-07-07,73940,364874,585312,258577,884150,223010
"1285",2013-07-08,73949,364918,585383,258609,884256,223037
"1286",2013-07-09,73958,364962,585453,258640,884363,223064
"1287",2013-07-10,73966,365007,585524,258671,884470,223091
"1288",2013-07-11,73975,365051,585595,258703,884577,223118
"1289",2013-07-12,73984,365095,585666,258734,884684,223145
"1290",2013-07-13,73993,365139,585736,258765,884791,223172
"1291",2013-07-14,74002,365183,585807,258796,884898,223199
"1292",2013-07-15,74011,365227,585878,258828,885005,223226
"1293",2013-07-16,74020,365271,585949,258859,885112,223253
"1294",2013-07-17,74029,365315,586020,258890,885219,223280
"1295",2013-07-18,74038,365360,586090,258921,885326,223307
"1296",2013-07-19,74047,365404,586161,258953,885433,223334
"1297",2013-07-20,74056,365448,586232,258984,885539,223361
"1298",2013-07-21,74065,365492,586303,259015,885646,223388
"1299",2013-07-22,74074,365536,586374,259047,885753,223415
"1300",2013-07-23,74083,365580,586444,259078,885860,223442
"1301",2013-07-24,74092,365624,586515,259109,885967,223469
"1302",2013-07-25,74101,365668,586586,259140,886074,223496
"1303",2013-07-26,74110,365713,586657,259172,886181,223523
"1304",2013-07-27,74118,365757,586727,259203,886288,223550
"1305",2013-07-28,74127,365801,586798,259234,886395,223577
"1306",2013-07-29,74136,365845,586869,259265,886502,223604
"1307",2013-07-30,74145,365889,586940,259297,886609,223631
"1308",2013-07-31,74154,365933,587011,259328,886716,223658
"1309",2013-08-01,74163,365977,587081,259359,886822,223685
"1310",2013-08-02,74172,366021,587152,259390,886929,223712
"1311",2013-08-03,74181,366066,587223,259422,887036,223739
"1312",2013-08-04,74190,366110,587294,259453,887143,223765
"1313",2013-08-05,74199,366154,587364,259484,887250,223792
"1314",2013-08-06,74208,366198,587435,259516,887357,223819
"1315",2013-08-07,74217,366242,587506,259547,887464,223846
"1316",2013-08-08,74226,366286,587577,259578,887571,223873
"1317",2013-08-09,74235,366330,587648,259609,887678,223900
"1318",2013-08-10,74244,366374,587718,259641,887785,223927
"1319",2013-08-11,74253,366418,587789,259672,887892,223954
"1320",2013-08-12,74261,366463,587860,259703,887999,223981
"1321",2013-08-13,74270,366507,587931,259734,888106,224008
"1322",2013-08-14,74279,366551,588001,259766,888212,224035
"1323",2013-08-15,74288,366595,588072,259797,888319,224062
"1324",2013-08-16,74297,366639,588143,259828,888426,224089
"1325",2013-08-17,74306,366683,588214,259859,888533,224116
"1326",2013-08-18,74315,366727,588285,259891,888640,224143
"1327",2013-08-19,74324,366771,588355,259922,888747,224170
"1328",2013-08-20,74333,366816,588426,259953,888854,224197
"1329",2013-08-21,74342,366860,588497,259985,888961,224224
"1330",2013-08-22,74351,366904,588568,260016,889068,224251
"1331",2013-08-23,74360,366948,588638,260047,889175,224278
"1332",2013-08-24,74369,366992,588709,260078,889282,224305
"1333",2013-08-25,74378,367036,588780,260110,889389,224332
"1334",2013-08-26,74387,367080,588851,260141,889495,224359
"1335",2013-08-27,74396,367124,588922,260172,889602,224386
"1336",2013-08-28,74405,367169,588992,260203,889709,224413
"1337",2013-08-29,74413,367213,589063,260235,889816,224440
"1338",2013-08-30,74422,367257,589134,260266,889923,224467
"1339",2013-08-31,74431,367301,589205,260297,890030,224494
"1340",2013-09-01,74440,367345,589276,260329,890137,224521
"1341",2013-09-02,74449,367389,589346,260360,890244,224548
"1342",2013-09-03,74458,367433,589417,260391,890351,224575
"1343",2013-09-04,74467,367477,589488,260422,890458,224602
"1344",2013-09-05,74476,367522,589559,260454,890565,224629
